id,quiz_id,assessment_question_id,position,question_name,question_type,question_text,points_possible,correct_comments,incorrect_comments
5465812,585539,7235396,1,Question,multiple_answers_question,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_107060000000000001/attachments/144455/online.css""><div class=""byui span102"">
<p><span>Mark the answer that best applies. If you only attended one lab, you should just mark the first one. If you attended two, you should mark the second. If you attended three, you should mark the third.</span></p>
</div>",1,,
